0.340 6 -1.068178 0.343000
0.345 4 -0.826455 0.348250
0.350 9 -1.309900 0.353444
0.355 3 -0.654950 0.357667
0.360 11 -1.429532 0.363636
0.365 12 -1.481405 0.368667
0.370 15 -1.614435 0.372867
0.375 22 -1.842760 0.379000
0.380 23 -1.869260 0.383391
0.385 30 -2.027662 0.388500
0.390 32 -2.066137 0.393344
0.395 51 -2.344002 0.398020
0.400 55 -2.389017 0.402800
0.405 49 -2.320152 0.407878
0.410 70 -2.532788 0.412886
0.415 80 -2.612394 0.417813
0.420 74 -2.565917 0.422851
0.425 84 -2.641481 0.428286
0.430 91 -2.689200 0.433242
0.435 110 -2.802244 0.438155
0.440 102 -2.757229 0.443078
0.445 118 -2.844097 0.448000
0.450 112 -2.812986 0.453036
0.455 131 -2.906404 0.457809
0.460 159 -3.021884 0.463119
0.465 136 -2.928734 0.468140
0.470 183 -3.105694 0.473022
0.475 147 -2.975102 0.478014
0.480 149 -2.983159 0.482866
0.485 177 -3.085820 0.488090
0.490 171 -3.065260 0.493041
0.495 187 -3.118584 0.498053
0.500 191 -3.131202 0.502995
0.505 191 -3.131202 0.508115
0.510 185 -3.112174 0.512935
0.515 187 -3.118584 0.517722
0.520 209 -3.184893 0.523033
0.525 195 -3.143558 0.528133
0.530 216 -3.204533 0.533116
0.535 221 -3.218175 0.537973
0.540 232 -3.247134 0.542957
0.545 222 -3.220867 0.547991
0.550 231 -3.244558 0.552870
0.555 217 -3.207286 0.558175
0.560 228 -3.236765 0.562917
0.565 230 -3.241972 0.567900
0.570 247 -3.284484 0.572955
0.575 242 -3.272292 0.578000
0.580 234 -3.252251 0.583030
0.585 257 -3.308144 0.587911
0.590 205 -3.173372 0.592702
0.595 220 -3.215472 0.598255
0.600 254 -3.301144 0.602886
0.605 243 -3.274750 0.608078
0.610 280 -3.359243 0.612904
0.615 276 -3.350665 0.618130
0.620 240 -3.267344 0.622992
0.625 276 -3.350665 0.628072
0.630 286 -3.371883 0.633084
0.635 291 -3.382215 0.638151
0.640 305 -3.410228 0.643007
0.645 278 -3.354970 0.648014
0.650 263 -3.321902 0.653030
0.655 309 -3.417996 0.658039
0.660 313 -3.425664 0.662981
0.665 301 -3.402358 0.667924
0.670 301 -3.402358 0.673093
0.675 348 -3.488856 0.677920
0.680 349 -3.490567 0.682914
0.685 329 -3.455385 0.687945
0.690 359 -3.507409 0.692975
0.695 377 -3.536575 0.698048
0.700 344 -3.481964 0.702994
0.705 372 -3.528615 0.708234
0.710 370 -3.525401 0.712897
0.715 424 -3.606617 0.718026
0.720 378 -3.538154 0.722966
0.725 426 -3.609422 0.728061
0.730 392 -3.559835 0.733005
0.735 406 -3.580755 0.737968
0.740 450 -3.642097 0.743018
0.745 442 -3.631403 0.747894
0.750 471 -3.669288 0.752947
0.755 463 -3.659075 0.758011
0.760 488 -3.690426 0.763029
0.765 453 -3.646058 0.768022
0.770 496 -3.700120 0.772986
0.775 470 -3.668021 0.777926
0.780 476 -3.675583 0.783044
0.785 507 -3.713197 0.787913
0.790 508 -3.714371 0.793079
0.795 489 -3.691646 0.798117
0.800 539 -3.749685 0.802998
0.805 577 -3.790299 0.807988
0.810 555 -3.767124 0.812993
0.815 574 -3.787191 0.818033
0.820 615 -3.828322 0.823002
0.825 616 -3.829291 0.827930
0.830 584 -3.797488 0.832955
0.835 628 -3.840793 0.837951
0.840 592 -3.805599 0.842907
0.845 646 -3.857640 0.848005
0.850 704 -3.908897 0.853023
0.855 675 -3.883819 0.857976
0.860 636 -3.848339 0.862978
0.865 701 -3.906351 0.867973
0.870 721 -3.923122 0.872989
0.875 759 -3.953742 0.878117
0.880 766 -3.959215 0.882956
0.885 754 -3.949802 0.888001
0.890 778 -3.968482 0.892940
0.895 817 -3.997642 0.898020
0.900 780 -3.970013 0.902958
0.905 812 -3.993982 0.908044
0.910 865 -4.031677 0.912939
0.915 803 -3.987338 0.918036
0.920 884 -4.044630 0.923024
0.925 849 -4.020547 0.928029
0.930 918 -4.067130 0.933058
0.935 924 -4.071013 0.937987
0.940 911 -4.062566 0.943083
0.945 943 -4.083148 0.948005
0.950 985 -4.109126 0.953082
0.955 951 -4.088184 0.957972
0.960 1019 -4.129357 0.963058
0.965 1062 -4.153997 0.967996
0.970 1094 -4.171695 0.972969
0.975 1076 -4.161805 0.978008
0.980 1113 -4.181960 0.982951
0.985 1096 -4.172784 0.988061
0.990 1148 -4.200419 0.993003
0.995 1176 -4.214785 0.998005
1.000 1202 -4.227822 1.002978
1.005 1288 -4.269019 1.007946
1.010 1289 -4.269481 1.013020
1.015 1237 -4.244933 1.018013
1.020 1246 -4.249255 1.023050
1.025 1283 -4.266700 1.028002
1.030 1416 -4.325502 1.032989
1.035 1359 -4.301008 1.038019
1.040 1368 -4.304943 1.043017
1.045 1403 -4.320004 1.048050
1.050 1451 -4.340059 1.052996
1.055 1422 -4.328023 1.058037
1.060 1555 -4.381326 1.062994
