0.370 1 -0.000000 0.371000
0.380 1 -0.000000 0.387000
0.390 1 -0.000000 0.396000
0.400 7 -1.160076 0.406714
0.410 11 -1.429532 0.415818
0.420 16 -1.652910 0.426313
0.430 25 -1.918969 0.435560
0.440 34 -2.102279 0.446088
0.450 63 -2.469976 0.456349
0.460 90 -2.682612 0.466100
0.470 102 -2.757229 0.475843
0.480 157 -3.014338 0.485898
0.490 207 -3.179160 0.495720
0.500 275 -3.348501 0.505516
0.510 351 -3.493974 0.515749
0.520 515 -3.722530 0.526097
0.530 850 -4.021248 0.535680
0.540 1281 -4.265770 0.545838
0.550 1983 -4.526274 0.555760
0.560 2696 -4.709390 0.565828
0.570 3523 -4.868889 0.575764
0.580 4378 -4.998423 0.585671
0.590 5097 -5.089075 0.595644
0.600 6103 -5.196461 0.605664
0.610 7097 -5.286416 0.615650
0.620 8222 -5.374136 0.625662
0.630 9371 -5.452118 0.635637
0.640 10734 -5.533075 0.645691
0.650 13944 -5.689050 0.655771
0.660 21228 -5.939600 0.665959
0.670 37456 -6.278128 0.675976
0.680 65221 -6.608767 0.685899
0.690 93305 -6.822248 0.695668
0.700 98389 -6.853877 0.705385
0.710 74152 -6.685276 0.715140
0.720 42814 -6.357833 0.724959
0.730 26414 -6.069905 0.735408
0.740 48481 -6.431940 0.746396
0.750 134988 -7.042418 0.756171
0.760 186971 -7.236628 0.765357
0.770 84408 -6.762506 0.774256
0.780 8901 -5.421442 0.783129
0.790 147 -2.975102 0.792299
