# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 2.685165 0.080436 0.000000 2.674410 0.000000 2.695920 0.000000
2 2.672617 0.095782 0.023127 2.704285 0.021220 2.640950 0.039833
3 2.687555 0.049148 0.021002 2.699903 0.014904 2.675207 0.038940
4 2.671423 0.037556 0.017777 2.680982 0.019461 2.661862 0.030511
5 2.667001 0.016050 0.016395 2.664850 0.021886 2.669152 0.026572
6 2.664452 0.026771 0.014365 2.657282 0.018767 2.671622 0.020925
7 2.672361 0.021639 0.013299 2.666899 0.018918 2.677824 0.018823
8 2.671423 0.018194 0.013543 2.675904 0.018725 2.666941 0.019799
9 2.673348 0.008463 0.012916 2.672286 0.016474 2.674410 0.018457
10 2.672020 0.020403 0.012112 2.665089 0.016434 2.678951 0.017725
11 2.670945 0.007622 0.012148 2.672020 0.016096 2.669847 0.017786
12 2.666742 0.011924 0.011584 2.669630 0.015320 2.663854 0.018231
13 2.667792 0.013868 0.010281 2.672020 0.014444 2.663563 0.015768
14 2.664679 0.010053 0.010397 2.667069 0.014353 2.662289 0.014880
15 2.667869 0.011536 0.010497 2.664531 0.013635 2.671223 0.016808
16 2.670137 0.018089 0.010875 2.661414 0.012589 2.678891 0.017551
17 2.676505 0.016205 0.011030 2.669068 0.014086 2.683970 0.016577
18 2.677841 0.021065 0.011280 2.664584 0.013706 2.691140 0.017516
19 2.676086 0.021740 0.010955 2.661202 0.013211 2.691014 0.017046
20 2.677584 0.026691 0.011983 2.654095 0.013954 2.701178 0.018984
21 2.671116 0.024844 0.012217 2.649713 0.014867 2.692620 0.020035
22 2.679641 0.022056 0.013380 2.662025 0.017818 2.697441 0.019449
23 2.682907 0.021894 0.012843 2.664746 0.017582 2.701220 0.018385
24 2.679951 0.020608 0.012072 2.663157 0.016952 2.696916 0.018281
25 2.678388 0.021482 0.012124 2.659401 0.017370 2.697545 0.018066
26 2.679518 0.023038 0.012310 2.656853 0.016403 2.702355 0.017330
27 2.682395 0.022017 0.011384 2.660867 0.016598 2.704064 0.017938
28 2.680075 0.018803 0.012145 2.663740 0.016301 2.696517 0.017180
29 2.682710 0.015682 0.012295 2.670949 0.016869 2.694601 0.017155
30 2.683752 0.013912 0.012380 2.674171 0.016886 2.693450 0.016583
31 2.684031 0.012861 0.011535 2.675566 0.016117 2.692605 0.016412
32 2.687847 0.012231 0.012166 2.679937 0.015811 2.695845 0.016331
33 2.686746 0.011375 0.011531 2.679697 0.015432 2.693892 0.016220
34 2.686982 0.011011 0.010772 2.680174 0.014880 2.693881 0.014868
35 2.689189 0.009509 0.010764 2.683970 0.015259 2.694486 0.014852
36 2.686148 0.008912 0.010544 2.681447 0.015469 2.690941 0.014947
37 2.688447 0.006431 0.010361 2.685972 0.015373 2.691011 0.014309
38 2.689213 0.004835 0.010386 2.687807 0.015935 2.690700 0.014526
39 2.688035 0.007095 0.010254 2.684828 0.014830 2.691324 0.013924
40 2.689521 0.010704 0.010226 2.681938 0.014925 2.697234 0.014991
41 2.689619 0.010845 0.010292 2.681638 0.014774 2.697727 0.014551
42 2.687472 0.012177 0.009709 2.677141 0.015070 2.697912 0.013843
43 2.687251 0.010808 0.009788 2.678912 0.014424 2.695698 0.013740
44 2.687122 0.010129 0.009901 2.679625 0.014599 2.694725 0.013667
45 2.689154 0.009064 0.009582 2.683014 0.014524 2.695389 0.013508
46 2.687460 0.007068 0.009625 2.683658 0.013940 2.691348 0.013185
47 2.688126 0.005879 0.009748 2.685445 0.013728 2.690886 0.013721
48 2.687188 0.005757 0.009089 2.684567 0.013520 2.689895 0.012939
49 2.687049 0.005113 0.009319 2.684946 0.012886 2.689238 0.013168
50 2.686939 0.007208 0.009387 2.682632 0.012763 2.691331 0.012628
