1840 0.526000
3386 0.526000
19684 0.447000
20083 0.457000
22669 0.527000
23295 0.498000
31606 0.474000
37259 0.541000
47078 0.523000
52033 0.488000
57299 0.516000
59554 0.463000
61954 0.551000
62514 0.461000
65596 0.462000
76094 0.527000
77276 0.490000
79125 0.492000
80841 0.505000
85775 0.467000
86235 0.480000
91751 0.534000
93787 0.504000
94814 0.452000
97408 0.484000
98527 0.376000
100265 0.525000
110243 0.521000
111244 0.561000
113699 0.493000
123166 0.520000
123404 0.514000
125811 0.482000
135689 0.504000
138707 0.512000
139675 0.524000
139930 0.454000
148088 0.505000
160565 0.520000
180257 0.531000
181088 0.513000
181725 0.517000
186281 0.501000
190464 0.520000
203459 0.493000
210830 0.429000
214016 0.530000
218338 0.554000
222008 0.519000
222543 0.484000
235055 0.483000
238706 0.528000
244494 0.525000
245933 0.477000
249808 0.519000
262175 0.544000
268712 0.471000
275182 0.557000
281639 0.541000
286405 0.524000
292600 0.491000
298089 0.529000
301983 0.504000
303051 0.472000
307056 0.530000
313983 0.518000
318439 0.453000
318710 0.465000
326826 0.470000
328084 0.511000
328692 0.517000
329424 0.526000
334373 0.521000
341643 0.418000
345498 0.487000
356441 0.526000
356923 0.530000
358795 0.526000
360774 0.452000
361074 0.497000
370228 0.492000
373406 0.567000
383279 0.520000
383526 0.491000
398643 0.529000
403709 0.474000
411536 0.440000
411764 0.531000
412853 0.531000
414879 0.474000
421033 0.503000
421768 0.523000
427512 0.538000
428557 0.517000
431538 0.519000
431556 0.516000
444448 0.550000
460407 0.507000
475569 0.507000
481680 0.521000
485538 0.530000
493373 0.498000
494475 0.483000
500864 0.489000
500874 0.503000
504384 0.527000
505632 0.518000
508166 0.508000
511250 0.488000
511969 0.493000
512574 0.521000
514823 0.468000
516499 0.482000
523307 0.477000
537137 0.521000
538003 0.517000
540996 0.505000
554889 0.485000
561066 0.472000
576780 0.546000
584743 0.546000
589208 0.519000
589565 0.515000
592361 0.504000
605490 0.535000
608224 0.456000
609203 0.495000
611728 0.515000
618106 0.548000
621994 0.517000
625707 0.531000
632166 0.468000
634280 0.487000
634296 0.516000
642646 0.533000
645993 0.453000
647338 0.489000
656181 0.532000
656809 0.524000
665502 0.524000
673954 0.519000
683179 0.539000
697509 0.515000
701628 0.503000
721274 0.519000
741887 0.528000
744408 0.522000
746526 0.463000
747722 0.525000
750398 0.367000
751524 0.536000
756661 0.442000
758692 0.495000
759544 0.530000
764178 0.466000
766739 0.527000
785866 0.497000
809358 0.512000
816311 0.530000
819032 0.442000
829500 0.458000
830405 0.519000
833116 0.535000
839502 0.526000
853708 0.524000
855293 0.497000
858553 0.478000
866747 0.526000
868201 0.440000
869663 0.453000
873207 0.510000
873589 0.415000
874095 0.518000
876530 0.554000
888058 0.535000
890351 0.498000
907262 0.403000
909392 0.469000
913011 0.544000
913147 0.456000
918939 0.523000
921386 0.536000
923464 0.501000
925433 0.467000
926272 0.474000
928504 0.517000
929692 0.524000
931976 0.515000
933297 0.442000
940467 0.540000
952074 0.503000
959491 0.492000
960256 0.487000
962815 0.433000
966215 0.522000
970406 0.485000
970424 0.490000
970947 0.514000
978277 0.511000
980752 0.534000
