# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 2.701895 0.089014 0.000000 2.688750 0.000000 2.715040 0.000000
2 2.690542 0.039934 0.010917 2.695920 0.005005 2.685165 0.021109
3 2.699845 0.085536 0.025545 2.664053 0.026246 2.735753 0.044115
4 2.745150 0.070447 0.033313 2.712650 0.048493 2.777777 0.047869
5 2.743420 0.055668 0.027702 2.717908 0.037480 2.769054 0.039798
6 2.751450 0.031127 0.025734 2.741728 0.037369 2.761247 0.033745
7 2.752570 0.027481 0.022384 2.743720 0.033757 2.761474 0.029772
8 2.751312 0.033324 0.019238 2.736550 0.027555 2.766126 0.026918
9 2.752730 0.023346 0.018176 2.744517 0.028150 2.760981 0.024039
10 2.759590 0.004792 0.017834 2.759972 0.028485 2.759255 0.021987
11 2.756523 0.021169 0.016415 2.748283 0.028483 2.764795 0.020689
12 2.746189 0.023050 0.017937 2.735554 0.028359 2.756865 0.019522
13 2.748121 0.019482 0.016596 2.739859 0.027003 2.756405 0.018812
14 2.742098 0.009124 0.016151 2.740135 0.024577 2.744061 0.021274
15 2.746841 0.009228 0.015474 2.744676 0.023232 2.748978 0.019698
16 2.753597 0.013932 0.015243 2.748351 0.023178 2.758807 0.020845
17 2.754353 0.018133 0.014757 2.744985 0.021780 2.763684 0.020199
18 2.753039 0.007537 0.015231 2.751288 0.022237 2.754741 0.020920
19 2.748069 0.001435 0.014565 2.748123 0.020240 2.747997 0.021336
20 2.748270 0.012338 0.013895 2.753399 0.019942 2.743123 0.020841
21 2.746856 0.015548 0.013572 2.755442 0.018948 2.738257 0.019020
22 2.748295 0.016637 0.012987 2.758603 0.017834 2.737962 0.019466
23 2.744827 0.012420 0.013564 2.750786 0.019042 2.738836 0.017845
24 2.746282 0.013079 0.012833 2.753180 0.018784 2.739338 0.017472
25 2.747423 0.015150 0.012421 2.757104 0.018754 2.737697 0.017226
26 2.744781 0.018446 0.012925 2.759807 0.017214 2.729656 0.018476
27 2.742623 0.019974 0.012041 2.760981 0.016663 2.724157 0.018569
28 2.742963 0.018778 0.012121 2.759767 0.016262 2.726051 0.018742
29 2.743196 0.016935 0.011858 2.757318 0.016082 2.728968 0.017254
30 2.740778 0.015125 0.011881 2.752404 0.016235 2.729061 0.016398
31 2.739948 0.016323 0.011730 2.753974 0.015241 2.725834 0.016968
32 2.743924 0.017692 0.011647 2.761048 0.016406 2.726766 0.016067
33 2.740866 0.016635 0.011494 2.756467 0.017363 2.725252 0.015574
34 2.742823 0.015831 0.011657 2.757357 0.016368 2.728255 0.016145
35 2.742917 0.013825 0.011291 2.754304 0.016261 2.731497 0.015490
36 2.744399 0.014918 0.011189 2.758060 0.016415 2.730708 0.014899
37 2.744738 0.014323 0.010919 2.757672 0.016153 2.731770 0.014237
38 2.745753 0.014672 0.010338 2.759695 0.015309 2.731770 0.013525
39 2.745823 0.015404 0.010480 2.761614 0.015005 2.729993 0.014258
40 2.744270 0.014671 0.009681 2.758956 0.016150 2.729559 0.013540
41 2.744315 0.014112 0.010274 2.758235 0.014590 2.730371 0.013478
42 2.744873 0.013920 0.009759 2.758743 0.014288 2.730973 0.012875
43 2.747076 0.013952 0.009536 2.761339 0.014070 2.732770 0.012941
44 2.745345 0.012585 0.009655 2.757191 0.014461 2.733454 0.012722
45 2.743556 0.013140 0.009788 2.756785 0.014297 2.730283 0.012607
46 2.744265 0.013022 0.009174 2.757540 0.013619 2.730939 0.012504
47 2.744023 0.012709 0.008927 2.756941 0.014091 2.731058 0.012169
48 2.743716 0.012100 0.008725 2.755670 0.013112 2.731720 0.012117
49 2.742790 0.012726 0.008984 2.756304 0.013260 2.729234 0.012435
50 2.744487 0.012249 0.009033 2.757247 0.013364 2.731674 0.011365
