# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 2.774790 0.237229 0.000000 2.877560 0.000000 2.672020 0.000000
2 2.686135 0.149033 0.046608 2.766425 0.079517 2.606295 0.047457
3 2.677812 0.072589 0.043868 2.705480 0.073503 2.650510 0.049060
4 2.685350 0.013742 0.036612 2.686958 0.054060 2.683970 0.047049
5 2.676676 0.035858 0.030328 2.666284 0.048899 2.687316 0.037650
6 2.665290 0.025163 0.026265 2.659273 0.041264 2.671622 0.035374
7 2.669516 0.023192 0.022738 2.663484 0.036226 2.675776 0.029257
8 2.658908 0.010506 0.022235 2.660668 0.031069 2.657381 0.031349
9 2.666988 0.028226 0.021185 2.679456 0.032599 2.654759 0.027680
10 2.669517 0.035707 0.019874 2.691618 0.031344 2.647642 0.024451
11 2.657987 0.029938 0.020302 2.675062 0.032285 2.641167 0.023334
12 2.655559 0.024871 0.019544 2.668435 0.030017 2.642942 0.022711
13 2.655170 0.015394 0.018091 2.660622 0.029293 2.649958 0.021427
14 2.657410 0.014048 0.016883 2.662289 0.027493 2.652729 0.020323
15 2.659669 0.010143 0.017044 2.662460 0.026011 2.657043 0.018560
16 2.656243 0.009501 0.015552 2.658875 0.023756 2.653796 0.018427
17 2.656822 0.013611 0.013717 2.662319 0.023523 2.651494 0.016777
18 2.655071 0.009190 0.013375 2.657813 0.022388 2.652502 0.016325
19 2.651548 0.008236 0.013339 2.653906 0.021023 2.649378 0.016267
20 2.650536 0.010525 0.012740 2.654454 0.019863 2.646806 0.015924
21 2.650649 0.015211 0.012603 2.659046 0.019691 2.642430 0.015391
22 2.649235 0.008944 0.012629 2.652357 0.020145 2.646273 0.015199
23 2.648875 0.003924 0.012636 2.648432 0.019576 2.649471 0.014686
24 2.652030 0.009388 0.012208 2.648618 0.018154 2.655589 0.015500
25 2.653216 0.010752 0.011578 2.648502 0.017304 2.658062 0.014736
26 2.654078 0.013184 0.011539 2.646649 0.017658 2.661633 0.014621
27 2.657492 0.011300 0.011330 2.651838 0.017967 2.663257 0.014573
28 2.659427 0.011184 0.010866 2.653668 0.016449 2.665277 0.013989
29 2.660360 0.011109 0.010747 2.654466 0.016544 2.666333 0.013403
30 2.659434 0.008169 0.010641 2.656166 0.015575 2.662779 0.013532
31 2.660536 0.009529 0.009950 2.655907 0.015528 2.665235 0.013857
32 2.661533 0.007792 0.009891 2.658352 0.015873 2.664775 0.012533
33 2.662833 0.006966 0.009536 2.660215 0.015422 2.665502 0.012272
34 2.663140 0.006715 0.009491 2.660632 0.014785 2.665694 0.011996
35 2.661545 0.006873 0.009088 2.658841 0.014532 2.664304 0.012175
36 2.659706 0.006079 0.009436 2.657547 0.013629 2.661929 0.012209
37 2.659943 0.006046 0.009051 2.657745 0.013223 2.662202 0.011568
38 2.657689 0.001288 0.008768 2.657869 0.012848 2.657554 0.012227
39 2.659004 0.005623 0.008495 2.657006 0.012933 2.661051 0.011970
40 2.655335 0.003405 0.009210 2.654633 0.012792 2.656067 0.012575
41 2.654048 0.002048 0.008735 2.654416 0.012628 2.653716 0.012781
42 2.652367 0.003361 0.008916 2.651648 0.012660 2.653128 0.012643
43 2.651961 0.003564 0.008420 2.651121 0.011884 2.652844 0.011846
44 2.654205 0.005964 0.008731 2.651651 0.011838 2.656811 0.012633
45 2.654736 0.005922 0.008129 2.652156 0.011973 2.657361 0.012686
46 2.655635 0.005734 0.008429 2.653160 0.011707 2.658148 0.012119
47 2.655196 0.007639 0.008081 2.650663 0.011551 2.659765 0.011959
48 2.656322 0.006851 0.008058 2.652601 0.011321 2.660070 0.011458
49 2.655959 0.007782 0.007759 2.651047 0.010954 2.660899 0.011398
50 2.657622 0.008064 0.008179 2.652231 0.011095 2.663034 0.011349
