# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 3.281470 0.189460 0.000000 3.224110 0.000000 3.338830 0.000000
2 3.250997 0.023033 0.033355 3.252790 0.020193 3.249205 0.064162
3 3.249603 0.041885 0.022825 3.240840 0.016863 3.258367 0.042892
4 3.201469 0.053645 0.039078 3.221122 0.020597 3.181090 0.075130
5 3.194238 0.044620 0.032221 3.211204 0.019062 3.176788 0.061575
6 3.199413 0.017818 0.029604 3.196227 0.020819 3.202202 0.054352
7 3.210678 0.023327 0.026054 3.204307 0.019714 3.216599 0.047434
8 3.221519 0.023302 0.024617 3.214251 0.019490 3.228292 0.044445
9 3.219805 0.019593 0.021801 3.214019 0.016954 3.225172 0.041266
10 3.231958 0.001125 0.021824 3.231997 0.022656 3.231519 0.035678
11 3.222637 0.014327 0.020470 3.218895 0.024199 3.226065 0.032768
12 3.222859 0.024646 0.019918 3.210766 0.023589 3.234666 0.032050
13 3.229139 0.019846 0.019071 3.220617 0.023987 3.237347 0.029709
14 3.241139 0.012778 0.018703 3.237426 0.025187 3.244596 0.028257
15 3.239676 0.014790 0.018732 3.234307 0.026583 3.244823 0.026393
16 3.239298 0.015581 0.017239 3.232923 0.024596 3.245471 0.023650
17 3.244332 0.015802 0.016681 3.237325 0.023228 3.251103 0.024268
18 3.240888 0.020069 0.016237 3.228890 0.024360 3.252657 0.023094
19 3.241075 0.017523 0.014916 3.231406 0.021049 3.250526 0.021939
20 3.233769 0.018380 0.015214 3.222556 0.022614 3.244783 0.020975
21 3.234961 0.013670 0.014942 3.228435 0.022298 3.241295 0.020865
22 3.233755 0.014608 0.014408 3.225957 0.021798 3.241383 0.019703
23 3.227901 0.009455 0.014640 3.224526 0.020948 3.231072 0.021124
24 3.231095 0.007970 0.014375 3.228591 0.020420 3.233371 0.020467
25 3.228651 0.007424 0.014106 3.226404 0.019219 3.230706 0.019735
26 3.229492 0.005461 0.013633 3.228247 0.018803 3.230545 0.019311
27 3.225826 0.004457 0.013137 3.224995 0.018855 3.226500 0.018321
28 3.220378 0.009913 0.013127 3.215745 0.020530 3.224793 0.017459
29 3.218397 0.011476 0.013203 3.211995 0.019909 3.224604 0.017748
30 3.219146 0.013734 0.012827 3.209690 0.019409 3.228412 0.017188
31 3.218769 0.009409 0.013003 3.214165 0.018879 3.223185 0.017646
32 3.219087 0.008641 0.012326 3.215073 0.018984 3.222915 0.016916
33 3.216510 0.007856 0.012318 3.213102 0.017616 3.219765 0.016743
34 3.215603 0.007943 0.012312 3.212019 0.017299 3.219049 0.015991
35 3.215573 0.009235 0.011466 3.210589 0.017013 3.220423 0.015429
36 3.215807 0.001247 0.011887 3.215944 0.018042 3.215546 0.016068
37 3.214284 0.005638 0.011258 3.212354 0.016319 3.216100 0.015826
38 3.211061 0.008416 0.012008 3.206562 0.016969 3.215431 0.015212
39 3.210535 0.008917 0.011317 3.205358 0.017421 3.215592 0.015327
40 3.209118 0.011113 0.010725 3.200867 0.017144 3.217239 0.014174
41 3.210659 0.010640 0.011445 3.202891 0.017290 3.218281 0.013754
42 3.208817 0.006975 0.011919 3.205388 0.016585 3.212046 0.015558
43 3.205938 0.006528 0.011495 3.202878 0.016697 3.208825 0.015172
44 3.203843 0.007445 0.011138 3.199775 0.016234 3.207760 0.015237
45 3.206847 0.003969 0.010921 3.205734 0.017558 3.207858 0.014477
46 3.207931 0.002444 0.010558 3.207536 0.016942 3.208211 0.014130
47 3.209017 0.004840 0.010995 3.207227 0.016475 3.210685 0.014656
48 3.208556 0.005325 0.010690 3.206334 0.016339 3.210666 0.014060
49 3.211294 0.004109 0.011066 3.209965 0.015872 3.212501 0.013899
