# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 3.330465 0.160717 0.000000 3.288640 0.000000 3.372290 0.000000
2 3.304773 0.023059 0.025565 3.306565 0.012451 3.302980 0.048240
3 3.279560 0.077843 0.028510 3.249603 0.048869 3.309353 0.033704
4 3.240650 0.030840 0.036627 3.234267 0.038984 3.246815 0.059660
5 3.214311 0.021730 0.033044 3.218374 0.032597 3.210248 0.059853
6 3.224309 0.048652 0.031793 3.248807 0.039926 3.199812 0.049804
7 3.229598 0.041571 0.027953 3.250400 0.033991 3.208746 0.043494
8 3.213230 0.024163 0.028426 3.221122 0.039578 3.205289 0.037548
9 3.211098 0.008503 0.025677 3.210036 0.037761 3.212160 0.034074
10 3.210606 0.004765 0.022390 3.210248 0.033673 3.210965 0.030510
11 3.221228 0.007291 0.021751 3.220199 0.031629 3.222155 0.030143
12 3.214666 0.010616 0.021178 3.216940 0.029019 3.212359 0.028638
13 3.220341 0.018235 0.020788 3.213079 0.027566 3.227603 0.030357
14 3.218716 0.011847 0.019514 3.215404 0.026338 3.222061 0.028879
15 3.217397 0.016496 0.017954 3.210567 0.024331 3.224269 0.026503
16 3.214110 0.010236 0.018432 3.216940 0.025366 3.211264 0.028454
17 3.221087 0.009511 0.018716 3.218486 0.023261 3.223688 0.031068
18 3.214794 0.002230 0.018031 3.214948 0.021921 3.214683 0.028315
19 3.209909 0.001687 0.017205 3.210022 0.020795 3.209896 0.027779
20 3.214748 0.010960 0.016330 3.210726 0.020161 3.218852 0.028985
21 3.216902 0.015675 0.017090 3.208290 0.019282 3.225590 0.027703
22 3.217287 0.014299 0.015876 3.209770 0.018074 3.224870 0.026426
23 3.217635 0.008155 0.015673 3.215070 0.018255 3.220265 0.025360
24 3.212864 0.001751 0.015282 3.212757 0.017142 3.213056 0.024807
25 3.215463 0.010100 0.014986 3.211204 0.016454 3.219808 0.024804
26 3.210261 0.010423 0.015360 3.205542 0.017242 3.215102 0.025209
27 3.207930 0.007318 0.014684 3.205521 0.016692 3.210478 0.023722
28 3.211511 0.003953 0.014654 3.210794 0.016562 3.212331 0.023360
29 3.206776 0.002606 0.014634 3.206473 0.016470 3.207215 0.023381
30 3.202578 0.007292 0.013971 3.205309 0.016202 3.199971 0.023699
31 3.199458 0.003308 0.014463 3.198899 0.017114 3.200133 0.023163
32 3.200234 0.005459 0.014139 3.198642 0.016811 3.201928 0.021275
33 3.201837 0.003128 0.013365 3.201296 0.016225 3.202455 0.021706
34 3.201436 0.006521 0.012950 3.199015 0.015275 3.203936 0.020078
35 3.200591 0.006293 0.013443 3.202941 0.015633 3.198298 0.021320
36 3.198942 0.004882 0.012497 3.200409 0.015555 3.197554 0.021550
37 3.199400 0.005217 0.012911 3.201114 0.014540 3.197755 0.019769
38 3.196389 0.006132 0.012296 3.198826 0.015094 3.194046 0.019155
39 3.197228 0.007305 0.012082 3.200762 0.015060 3.193775 0.018530
40 3.197752 0.008761 0.011628 3.202958 0.014518 3.192622 0.018358
41 3.198283 0.008978 0.011416 3.203882 0.014096 3.192749 0.018196
42 3.196671 0.007649 0.011260 3.200836 0.014051 3.192585 0.017493
43 3.196085 0.005461 0.010998 3.198265 0.014070 3.193985 0.017110
44 3.198956 0.003825 0.011414 3.200047 0.013586 3.197929 0.016879
45 3.199385 0.004843 0.010636 3.201166 0.013555 3.197661 0.016767
46 3.201622 0.004479 0.010763 3.203172 0.013449 3.200106 0.016658
47 3.201210 0.006430 0.010427 3.204481 0.013686 3.197973 0.016727
48 3.201114 0.008363 0.010507 3.206782 0.013455 3.195480 0.016538
49 3.202935 0.008064 0.010387 3.208307 0.012840 3.197576 0.016391
50 3.201241 0.009612 0.010450 3.209053 0.012417 3.193422 0.017000
