# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 3.432040 0.334051 0.000000 3.656700 0.000000 3.207380 0.000000
2 3.530229 0.133453 0.089816 3.593365 0.044424 3.464305 0.181502
3 3.549982 0.059680 0.066109 3.568270 0.035777 3.529233 0.127419
4 3.559470 0.042659 0.051619 3.571855 0.027665 3.544967 0.098251
5 3.593024 0.003324 0.045346 3.593126 0.029450 3.590736 0.088381
6 3.606379 0.017386 0.041271 3.603323 0.026195 3.607307 0.076890
7 3.605707 0.023317 0.035100 3.599340 0.023151 3.610266 0.066780
8 3.614393 0.007263 0.031944 3.613680 0.023845 3.613381 0.058018
9 3.613384 0.030030 0.027696 3.599871 0.024109 3.625364 0.052682
10 3.616065 0.030571 0.026516 3.600535 0.021860 3.630171 0.045964
11 3.617799 0.037936 0.023960 3.591735 0.021932 3.642577 0.044552
12 3.627846 0.030415 0.023767 3.609497 0.026381 3.644949 0.040309
13 3.629528 0.026148 0.022871 3.614783 0.023791 3.643095 0.037718
14 3.635257 0.020849 0.021469 3.625118 0.024442 3.644238 0.035121
15 3.636293 0.013305 0.020353 3.631844 0.024444 3.639651 0.033095
16 3.630362 0.013932 0.019900 3.625182 0.023389 3.634592 0.030672
17 3.630436 0.014635 0.017863 3.624365 0.021617 3.635612 0.029633
18 3.631836 0.009335 0.018100 3.629215 0.021033 3.633597 0.029223
19 3.636809 0.012845 0.018458 3.642234 0.024320 3.630662 0.025771
20 3.635564 0.013236 0.018892 3.629693 0.027218 3.640687 0.027978
21 3.635831 0.002262 0.018238 3.635645 0.025043 3.635304 0.025998
22 3.635801 0.012568 0.018138 3.629975 0.024945 3.640948 0.025182
23 3.636875 0.010770 0.016942 3.632384 0.023698 3.640697 0.025392
24 3.633995 0.009174 0.016567 3.630609 0.023216 3.636783 0.024601
25 3.636254 0.011710 0.015966 3.630506 0.021179 3.641404 0.023462
26 3.632148 0.009309 0.016168 3.628388 0.021473 3.635374 0.023494
27 3.636623 0.008747 0.015673 3.633154 0.021713 3.639527 0.022983
28 3.634507 0.008855 0.015023 3.630837 0.020805 3.637665 0.021568
29 3.632084 0.010056 0.014535 3.627196 0.020356 3.636509 0.021530
30 3.634188 0.011861 0.013516 3.627144 0.019945 3.640767 0.021289
31 3.635226 0.013518 0.014212 3.625784 0.018567 3.644210 0.021066
32 3.636010 0.015261 0.013546 3.623613 0.017886 3.647962 0.019881
33 3.635730 0.013795 0.013157 3.625268 0.018116 3.645764 0.020119
34 3.633838 0.013031 0.012545 3.624224 0.017536 3.643063 0.019717
35 3.633398 0.010801 0.012254 3.626586 0.017130 3.639833 0.019155
36 3.630255 0.011925 0.012703 3.621713 0.017705 3.638443 0.018527
37 3.632112 0.012242 0.012600 3.622852 0.016776 3.641004 0.018627
38 3.634282 0.011920 0.012053 3.625253 0.016572 3.642926 0.018015
39 3.633275 0.014182 0.012394 3.620176 0.016649 3.645976 0.018239
40 3.634016 0.013908 0.012110 3.621089 0.016318 3.646542 0.017243
41 3.635225 0.015646 0.011760 3.618518 0.015800 3.651570 0.017084
42 3.634256 0.016371 0.011854 3.615558 0.016686 3.652603 0.017601
43 3.634726 0.016332 0.011483 3.615681 0.015797 3.653421 0.016855
44 3.636976 0.016146 0.011426 3.617917 0.015379 3.655668 0.016615
45 3.637497 0.016227 0.010920 3.617823 0.015269 3.656806 0.015416
46 3.638488 0.015020 0.011010 3.621214 0.015234 3.655401 0.016422
47 3.638494 0.014205 0.011326 3.622681 0.015558 3.653954 0.016009
48 3.638525 0.013515 0.010486 3.623887 0.014873 3.652816 0.015667
49 3.639683 0.013554 0.010739 3.624654 0.013877 3.654359 0.014285
50 3.639352 0.013149 0.010226 3.624913 0.014338 3.653450 0.014954
