# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 4.298415 0.104156 0.000000 4.280490 0.000000 4.316340 0.000000
2 4.222619 0.078070 0.043020 4.243445 0.026675 4.201620 0.080749
3 4.220791 0.046719 0.030047 4.231893 0.020284 4.209587 0.055433
4 4.203782 0.045910 0.029398 4.189670 0.040103 4.217752 0.040424
5 4.213388 0.057302 0.024954 4.186324 0.031588 4.240338 0.039901
6 4.216606 0.060345 0.022076 4.180907 0.026271 4.252208 0.033743
7 4.220439 0.061321 0.018860 4.177720 0.023689 4.263077 0.029970
8 4.245013 0.026361 0.031709 4.237470 0.059085 4.254200 0.028220
9 4.257254 0.005780 0.031362 4.258183 0.055237 4.257652 0.024537
10 4.261149 0.024321 0.027972 4.252527 0.049485 4.270930 0.026833
11 4.264352 0.021392 0.026426 4.257025 0.045296 4.272668 0.023916
12 4.257110 0.017724 0.027079 4.264557 0.043187 4.250416 0.029196
13 4.253039 0.015335 0.024861 4.248868 0.042796 4.257877 0.028844
14 4.241982 0.020003 0.025274 4.233544 0.042213 4.251127 0.027922
15 4.234046 0.016821 0.024707 4.227910 0.040430 4.240975 0.027269
16 4.245352 0.003567 0.023951 4.246731 0.041997 4.244789 0.024987
17 4.248645 0.011696 0.023251 4.253497 0.039930 4.244499 0.025578
18 4.245377 0.012043 0.022681 4.241852 0.038220 4.249553 0.023848
19 4.242806 0.004397 0.021428 4.244263 0.037867 4.241998 0.022949
20 4.240606 0.009569 0.021588 4.244521 0.034572 4.237350 0.022972
21 4.243723 0.003358 0.020698 4.244071 0.032784 4.243957 0.022627
22 4.246400 0.004056 0.019787 4.247682 0.031783 4.245618 0.022544
23 4.236364 0.006577 0.020318 4.235288 0.033781 4.237886 0.022252
24 4.237466 0.010266 0.019398 4.233785 0.032033 4.241553 0.020971
25 4.236746 0.013957 0.018155 4.229153 0.031224 4.244736 0.021216
26 4.238493 0.012886 0.018278 4.231771 0.029676 4.245559 0.019620
27 4.240315 0.015953 0.017723 4.229326 0.028448 4.251633 0.020420
28 4.245539 0.016008 0.017205 4.233970 0.028626 4.257358 0.020201
29 4.244676 0.016640 0.016655 4.231701 0.027761 4.257909 0.019669
30 4.242946 0.015236 0.016066 4.231734 0.026222 4.254439 0.019381
31 4.246080 0.011878 0.015530 4.239166 0.027230 4.253275 0.018348
32 4.248880 0.013821 0.015211 4.239038 0.025100 4.258980 0.018874
33 4.247416 0.016081 0.015724 4.233559 0.025866 4.261515 0.018493
34 4.247818 0.018912 0.016497 4.227980 0.026125 4.267907 0.019499
35 4.243430 0.018357 0.015661 4.224223 0.024963 4.262941 0.019291
36 4.241091 0.019878 0.015881 4.217885 0.025037 4.264557 0.019041
37 4.242136 0.019123 0.014925 4.220029 0.023989 4.264471 0.018713
38 4.238811 0.018984 0.015659 4.216463 0.025346 4.261433 0.018320
39 4.239397 0.018465 0.014653 4.217676 0.024238 4.261370 0.017772
40 4.241964 0.018684 0.014229 4.219127 0.022056 4.265015 0.017535
41 4.240853 0.017638 0.014159 4.219982 0.021212 4.261953 0.017888
42 4.239123 0.018430 0.014242 4.215789 0.021829 4.262679 0.016888
43 4.238420 0.016598 0.013871 4.219017 0.022115 4.258035 0.017283
44 4.236615 0.016301 0.013785 4.217481 0.020727 4.255992 0.017315
45 4.234351 0.017517 0.013759 4.211711 0.021920 4.257174 0.016798
46 4.235626 0.017534 0.013506 4.212427 0.021706 4.258980 0.016122
47 4.232516 0.017227 0.013065 4.209654 0.021097 4.255573 0.016700
48 4.232897 0.016587 0.012855 4.211230 0.020927 4.254748 0.016072
49 4.232918 0.015930 0.012796 4.212497 0.019448 4.253517 0.015869
50 4.236544 0.014589 0.013351 4.219115 0.021675 4.254200 0.015218
