# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 4.318730 0.172250 0.000000 4.270930 0.000000 4.366530 0.000000
2 4.193756 0.076852 0.065761 4.174135 0.069187 4.213570 0.109014
3 4.206400 0.017365 0.044658 4.204807 0.049971 4.207993 0.069816
4 4.188697 0.033184 0.034993 4.181305 0.044104 4.196243 0.055454
5 4.144977 0.019176 0.040962 4.148084 0.045152 4.141870 0.065340
6 4.162471 0.034366 0.036019 4.174533 0.044162 4.150235 0.058149
7 4.172746 0.037683 0.031909 4.189670 0.041906 4.155527 0.045407
8 4.150775 0.023298 0.031638 4.158003 0.046339 4.143364 0.042964
9 4.158755 0.020935 0.028332 4.165239 0.042128 4.151961 0.037462
10 4.154648 0.005442 0.026125 4.155015 0.038732 4.154059 0.034800
11 4.167182 0.027010 0.027414 4.180979 0.044829 4.153385 0.031838
12 4.171818 0.034977 0.027045 4.197238 0.042681 4.146451 0.030012
13 4.183619 0.028444 0.025605 4.201620 0.040610 4.165586 0.033779
14 4.189045 0.029684 0.024533 4.210156 0.039436 4.167819 0.030202
15 4.184026 0.029982 0.022682 4.207197 0.033652 4.160831 0.030737
16 4.179415 0.025624 0.022287 4.197437 0.033214 4.161438 0.028761
17 4.172871 0.022640 0.021302 4.187842 0.033931 4.158038 0.027255
18 4.181770 0.014506 0.022376 4.188209 0.031603 4.175596 0.030006
19 4.182445 0.011413 0.021754 4.186651 0.030330 4.178475 0.028698
20 4.180516 0.012645 0.020201 4.185966 0.028369 4.175330 0.027532
21 4.183274 0.012555 0.020035 4.177720 0.027618 4.189215 0.029034
22 4.187636 0.017286 0.019320 4.176634 0.026658 4.199013 0.029545
23 4.192833 0.019481 0.019523 4.178240 0.026310 4.207751 0.029698
24 4.192548 0.017294 0.019664 4.180508 0.024744 4.204906 0.030055
25 4.200996 0.020196 0.019547 4.183934 0.024699 4.218541 0.031550
26 4.197925 0.021595 0.018910 4.177720 0.024816 4.218626 0.029837
27 4.191712 0.022189 0.018983 4.169576 0.023950 4.214367 0.028636
28 4.192935 0.021434 0.018300 4.171489 0.023612 4.214850 0.027453
29 4.196641 0.021799 0.017885 4.173682 0.022618 4.219998 0.026379
30 4.198099 0.021028 0.017020 4.175967 0.023142 4.220581 0.025712
31 4.195154 0.017549 0.017610 4.179108 0.022361 4.211488 0.026317
32 4.196448 0.015398 0.016999 4.183620 0.021213 4.209537 0.026391
33 4.201004 0.016265 0.017572 4.186266 0.021449 4.215960 0.026527
34 4.201094 0.016101 0.016213 4.186226 0.020201 4.216171 0.024946
35 4.204210 0.016089 0.016720 4.188919 0.019297 4.219647 0.024431
36 4.204503 0.017587 0.015154 4.185819 0.020097 4.223329 0.024666
37 4.208262 0.016515 0.015420 4.191285 0.019943 4.225326 0.024151
38 4.209960 0.018905 0.015285 4.187280 0.019521 4.232816 0.024054
39 4.210871 0.020327 0.016088 4.184093 0.019966 4.237838 0.022818
40 4.211563 0.018202 0.015772 4.189431 0.020234 4.233885 0.023814
41 4.211876 0.018683 0.015528 4.188038 0.020127 4.235896 0.024358
42 4.210966 0.018267 0.014954 4.187621 0.019436 4.234511 0.022463
43 4.213627 0.019147 0.014820 4.187447 0.018563 4.240027 0.023690
44 4.212639 0.019312 0.013874 4.185433 0.017973 4.240077 0.022240
45 4.209211 0.017935 0.015021 4.185156 0.017925 4.233487 0.023462
46 4.206825 0.018228 0.014310 4.181461 0.017198 4.232430 0.022435
47 4.205606 0.018087 0.014481 4.180110 0.017099 4.231368 0.021435
48 4.202560 0.017775 0.014244 4.177421 0.017424 4.228010 0.021550
49 4.204881 0.017472 0.013939 4.180061 0.016776 4.229959 0.020744
50 4.206311 0.016666 0.013285 4.183217 0.017683 4.229631 0.021937
