# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 4.327095 0.266267 0.000000 4.459740 0.000000 4.194450 0.000000
2 4.336655 0.129885 0.037086 4.396405 0.044398 4.276905 0.057214
3 4.369421 0.106407 0.031149 4.429467 0.040512 4.309170 0.046610
4 4.397474 0.085681 0.030700 4.448985 0.034578 4.345617 0.047323
5 4.412552 0.051073 0.030295 4.434884 0.030089 4.389952 0.054078
6 4.396119 0.057026 0.027972 4.429865 0.025694 4.362148 0.051734
7 4.386542 0.048578 0.025107 4.415013 0.026284 4.357994 0.044851
8 4.402550 0.050626 0.024664 4.438230 0.031483 4.366829 0.040139
9 4.405068 0.048871 0.022442 4.442479 0.027705 4.367592 0.034593
10 4.416656 0.052117 0.022887 4.464520 0.032959 4.368920 0.032578
11 4.413819 0.049709 0.021007 4.461695 0.030979 4.366095 0.029945
12 4.412168 0.040881 0.021410 4.447192 0.030582 4.377285 0.027852
13 4.419633 0.039472 0.019966 4.454960 0.029241 4.384363 0.027784
14 4.424380 0.032718 0.020020 4.450351 0.027636 4.398454 0.029670
15 4.429079 0.030308 0.018836 4.452889 0.025508 4.405248 0.027502
16 4.431909 0.029985 0.018309 4.456752 0.025378 4.407011 0.026133
17 4.425999 0.026377 0.017388 4.446384 0.026413 4.405614 0.024735
18 4.430171 0.019191 0.018267 4.441549 0.024578 4.418844 0.026439
19 4.430725 0.020200 0.017201 4.444016 0.022878 4.417475 0.025833
20 4.426959 0.017238 0.016660 4.437155 0.023410 4.416840 0.023498
21 4.428186 0.018335 0.016125 4.440279 0.022347 4.416151 0.023095
22 4.430885 0.016443 0.015398 4.441055 0.021121 4.420740 0.022197
23 4.431050 0.014457 0.015060 4.439269 0.020249 4.422851 0.020332
24 4.425490 0.009766 0.014485 4.429367 0.021667 4.421600 0.020870
25 4.428453 0.007274 0.014882 4.430678 0.021078 4.426184 0.019847
26 4.425826 0.007907 0.013785 4.428578 0.019802 4.423063 0.020818
27 4.423216 0.008166 0.014124 4.426280 0.019324 4.420172 0.018834
28 4.417784 0.013611 0.013784 4.426621 0.018525 4.408782 0.020819
29 4.419918 0.008676 0.014792 4.423643 0.018866 4.416061 0.022438
30 4.414546 0.010379 0.015582 4.408594 0.023439 4.419827 0.020368
31 4.417908 0.012028 0.015340 4.409858 0.022880 4.425278 0.021199
32 4.413740 0.014355 0.015748 4.402156 0.023649 4.424637 0.021326
33 4.410439 0.013313 0.015372 4.400135 0.021839 4.420124 0.020532
34 4.413895 0.009262 0.015363 4.408566 0.023868 4.418688 0.020201
35 4.414701 0.008963 0.014387 4.409550 0.022256 4.419315 0.018820
36 4.412680 0.008966 0.014746 4.407426 0.022129 4.417450 0.019565
37 4.413866 0.009331 0.013995 4.408064 0.022006 4.419175 0.018552
38 4.414035 0.011819 0.013456 4.404770 0.021086 4.422821 0.018218
39 4.413672 0.011095 0.013677 4.405260 0.020795 4.421623 0.018387
40 4.414730 0.012990 0.013275 4.403097 0.020794 4.425921 0.017408
41 4.415044 0.012309 0.013534 4.404304 0.020610 4.425347 0.017711
42 4.416376 0.011579 0.013027 4.406591 0.019450 4.425711 0.016879
43 4.418587 0.010132 0.012753 4.410828 0.019557 4.425891 0.016585
44 4.421897 0.007839 0.012355 4.417046 0.019420 4.426334 0.016272
45 4.424269 0.007775 0.012827 4.419376 0.019860 4.428723 0.016720
46 4.423922 0.009200 0.012717 4.417084 0.018932 4.430333 0.016197
47 4.424628 0.006250 0.012828 4.421246 0.019595 4.427602 0.016318
48 4.426740 0.004591 0.012171 4.424736 0.019306 4.428321 0.015731
49 4.422668 0.001456 0.012217 4.422232 0.019026 4.422671 0.016740
50 4.421679 0.002783 0.012289 4.420783 0.018283 4.422169 0.015581
