# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 4.353385 0.089014 0.000000 4.340240 0.000000 4.366530 0.000000
2 4.380489 0.159752 0.055013 4.474080 0.097433 4.287660 0.054756
3 4.331716 0.074649 0.085789 4.302000 0.156391 4.359360 0.071397
4 4.299005 0.085718 0.067536 4.250615 0.124768 4.346813 0.052828
5 4.328753 0.053191 0.057631 4.303912 0.108030 4.352190 0.044354
6 4.340612 0.057626 0.050275 4.306382 0.090143 4.373302 0.039229
7 4.341948 0.045433 0.043218 4.316681 0.080458 4.365847 0.035706
8 4.323726 0.041148 0.040199 4.300506 0.070012 4.346215 0.036279
9 4.319537 0.043952 0.036264 4.290316 0.065873 4.348207 0.032048
10 4.304448 0.031064 0.033780 4.288138 0.056372 4.320403 0.039406
11 4.312701 0.025850 0.032428 4.300045 0.053708 4.324814 0.035032
12 4.317559 0.040054 0.030617 4.285469 0.051960 4.349402 0.040338
13 4.329008 0.036310 0.031855 4.300162 0.047161 4.357338 0.038161
14 4.327784 0.020603 0.031853 4.317364 0.046646 4.337679 0.039520
15 4.326042 0.012091 0.029663 4.321917 0.046863 4.329724 0.037983
16 4.328083 0.006878 0.027820 4.326348 0.043274 4.329336 0.035841
17 4.327244 0.016274 0.026876 4.319292 0.042650 4.334757 0.034068
18 4.328315 0.016003 0.025413 4.320191 0.038789 4.335991 0.032746
19 4.329206 0.012880 0.024026 4.323510 0.036764 4.334454 0.030964
20 4.333818 0.011231 0.022652 4.329126 0.035399 4.337969 0.029481
21 4.338360 0.004211 0.022636 4.338533 0.035566 4.337622 0.027641
22 4.339932 0.005135 0.022274 4.338502 0.032068 4.340783 0.027061
23 4.339945 0.004354 0.020547 4.340240 0.031470 4.339097 0.025243
24 4.342430 0.012444 0.020470 4.335759 0.031187 4.348605 0.025292
25 4.340648 0.011204 0.019291 4.334982 0.027968 4.345880 0.024333
26 4.338639 0.007186 0.018719 4.336012 0.028832 4.340883 0.025068
27 4.345720 0.004565 0.019056 4.344400 0.027903 4.346613 0.024365
28 4.345565 0.007652 0.017955 4.342459 0.027990 4.348264 0.022967
29 4.346213 0.007270 0.017595 4.343289 0.026131 4.348729 0.023259
30 4.350920 0.010695 0.017362 4.344781 0.026632 4.356651 0.023794
31 4.350493 0.011514 0.016887 4.343247 0.024775 4.357355 0.022287
32 4.356249 0.010642 0.017187 4.349800 0.025731 4.362273 0.023167
33 4.357438 0.012356 0.017169 4.348641 0.024269 4.365806 0.022140
34 4.356187 0.009797 0.015650 4.350362 0.023447 4.361609 0.022039
35 4.357236 0.012068 0.015509 4.348366 0.022318 4.365711 0.022382
36 4.359105 0.010639 0.015710 4.351924 0.023416 4.365866 0.021642
37 4.367274 0.011062 0.015859 4.359360 0.023167 4.374927 0.022816
38 4.366462 0.008872 0.015219 4.361121 0.021935 4.371562 0.022743
39 4.367320 0.011497 0.015867 4.358379 0.022979 4.376029 0.022677
40 4.361940 0.011725 0.016102 4.352429 0.022006 4.371250 0.022510
41 4.364603 0.009988 0.015456 4.357436 0.022548 4.371543 0.021143
42 4.362537 0.014362 0.016039 4.347467 0.023974 4.377114 0.021690
43 4.362856 0.013247 0.015815 4.349633 0.022838 4.375590 0.021260
44 4.361663 0.014615 0.015642 4.345400 0.024177 4.377448 0.021528
45 4.362334 0.015369 0.015327 4.344064 0.022850 4.380126 0.020187
46 4.362295 0.016553 0.015122 4.340812 0.023345 4.383312 0.020200
47 4.362335 0.016864 0.014709 4.339630 0.021767 4.384582 0.019852
48 4.361746 0.017278 0.014396 4.337501 0.022623 4.385550 0.019479
49 4.359977 0.017581 0.013627 4.334436 0.022075 4.385113 0.018645
50 4.357626 0.017657 0.013755 4.331397 0.021801 4.383499 0.019018
