5252 0.336000
5611 0.287000
9110 0.300000
10085 0.341000
24412 0.341000
24748 0.337000
42344 0.301000
52846 0.275000
54839 0.306000
56264 0.338000
60523 0.307000
68706 0.278000
69553 0.347000
81424 0.285000
81885 0.334000
82117 0.305000
94373 0.347000
94944 0.303000
97312 0.312000
98447 0.312000
101879 0.339000
102128 0.312000
104812 0.320000
106313 0.297000
113600 0.335000
116865 0.337000
122963 0.332000
129322 0.299000
133982 0.328000
136351 0.298000
137124 0.333000
144185 0.327000
148776 0.316000
156047 0.300000
158904 0.344000
161266 0.318000
163656 0.308000
163968 0.299000
164212 0.294000
175515 0.329000
176166 0.337000
176997 0.270000
186440 0.323000
193743 0.327000
200846 0.328000
204814 0.345000
213223 0.284000
223281 0.302000
233703 0.339000
234868 0.264000
248292 0.329000
260680 0.343000
263125 0.335000
267555 0.303000
272455 0.344000
297624 0.324000
311624 0.314000
311693 0.314000
318379 0.314000
318586 0.320000
324019 0.339000
327503 0.271000
330017 0.280000
331158 0.322000
334218 0.318000
340235 0.288000
342799 0.337000
358906 0.301000
358940 0.323000
359767 0.325000
365652 0.342000
366745 0.342000
367260 0.324000
374202 0.336000
378901 0.322000
384234 0.340000
385856 0.329000
386639 0.303000
391282 0.322000
405152 0.326000
417266 0.326000
420458 0.312000
422863 0.336000
423582 0.343000
424418 0.310000
424639 0.327000
427834 0.347000
430994 0.290000
441458 0.328000
445645 0.318000
447960 0.280000
453371 0.321000
457651 0.324000
461475 0.330000
468998 0.296000
475226 0.313000
483303 0.284000
484384 0.295000
497444 0.290000
497450 0.300000
500070 0.298000
515924 0.343000
525947 0.314000
532161 0.297000
533214 0.344000
536597 0.312000
544937 0.305000
546255 0.338000
555706 0.294000
556660 0.320000
559468 0.317000
559840 0.300000
559878 0.331000
561663 0.303000
564701 0.277000
568343 0.349000
573881 0.325000
575169 0.279000
597943 0.312000
600837 0.299000
603032 0.346000
608398 0.326000
620730 0.276000
631728 0.340000
649046 0.282000
649081 0.327000
651404 0.273000
658166 0.289000
661319 0.345000
665220 0.321000
668915 0.337000
679628 0.279000
683440 0.323000
683772 0.305000
686690 0.349000
688998 0.348000
689203 0.299000
689211 0.312000
709535 0.338000
727052 0.348000
732379 0.320000
749039 0.334000
753270 0.272000
758538 0.289000
758544 0.324000
761246 0.279000
764694 0.284000
765922 0.343000
768516 0.315000
770740 0.327000
778883 0.319000
779200 0.309000
780938 0.348000
782135 0.295000
782232 0.311000
797255 0.296000
800504 0.333000
804258 0.347000
828288 0.338000
833102 0.346000
833200 0.317000
835096 0.325000
835222 0.333000
847257 0.347000
850618 0.310000
852623 0.299000
855657 0.342000
861058 0.293000
863099 0.279000
863997 0.318000
869395 0.326000
872114 0.300000
882043 0.309000
887827 0.348000
889568 0.349000
890823 0.329000
891056 0.332000
893450 0.329000
897154 0.345000
902749 0.342000
903246 0.329000
906292 0.347000
907965 0.349000
909908 0.348000
916623 0.304000
936011 0.313000
939453 0.342000
947520 0.320000
954046 0.335000
954925 0.277000
968946 0.307000
975897 0.348000
978442 0.284000
978461 0.292000
978875 0.327000
978876 0.348000
982634 0.330000
985341 0.281000
991458 0.301000
996351 0.346000
