504 0.761000 19.278966
8870 0.850000 21.810912
13134 0.732000 22.246899
23416 0.799000 17.245276
26150 0.788000 13.732347
26164 0.734000 21.878166
34952 0.828000 16.089901
39110 0.785000 20.158441
45864 0.792000 20.268926
47750 0.799000 19.531335
52170 0.855000 14.024291
61470 0.777000 19.767889
74390 0.796000 19.073123
74596 0.819000 22.824006
84102 0.841000 12.796539
93416 0.837000 16.368203
109214 0.799000 22.729718
112076 0.826000 18.363435
122700 0.682000 20.128475
126028 0.800000 14.924328
133064 0.833000 15.541708
140504 0.798000 15.905285
144680 0.693000 26.425141
146706 0.825000 16.518284
152154 0.763000 18.433105
161926 0.833000 18.834397
162028 0.839000 22.118858
173548 0.749000 23.124599
174828 0.732000 16.160592
175628 0.713000 26.438677
176860 0.673000 22.131626
177758 0.686000 17.137404
185118 0.802000 23.881412
188616 0.775000 25.028731
190530 0.841000 15.924360
199474 0.800000 24.566657
202010 0.761000 18.005561
204430 0.737000 21.046722
208920 0.797000 17.183178
211030 0.813000 21.799859
211628 0.841000 21.806378
214258 0.847000 17.489934
214660 0.778000 19.937522
216836 0.748000 21.522571
230042 0.814000 19.743095
236222 0.735000 14.555950
252108 0.818000 16.016878
256570 0.832000 20.068558
257848 0.852000 15.974152
266386 0.638000 25.977846
270306 0.826000 17.322628
275706 0.798000 20.666339
276008 0.844000 15.913560
277394 0.855000 22.336200
277840 0.803000 15.597509
283010 0.837000 14.123077
291000 0.801000 14.751711
296768 0.738000 17.601422
296994 0.804000 15.867852
300916 0.855000 17.621135
307740 0.780000 23.815641
310158 0.843000 17.291234
312684 0.811000 17.947302
318022 0.834000 20.687723
326118 0.783000 18.714953
329056 0.837000 25.202159
333898 0.820000 14.975449
334512 0.834000 24.399640
343346 0.828000 19.073386
347022 0.755000 18.830444
351636 0.826000 15.312725
361176 0.813000 14.667630
377124 0.662000 24.889208
406186 0.793000 18.595561
406638 0.848000 17.489150
425422 0.787000 20.246828
427620 0.774000 26.642393
428952 0.794000 14.600499
429190 0.800000 16.886143
434620 0.786000 19.674768
435388 0.697000 16.428438
445850 0.765000 13.821762
447062 0.777000 19.059774
449250 0.846000 17.702010
450894 0.732000 16.707844
454174 0.754000 20.446298
454850 0.747000 20.566250
463174 0.716000 16.414770
477246 0.851000 19.183134
481190 0.783000 16.371440
484170 0.813000 19.690192
489172 0.793000 15.261795
491144 0.737000 17.358013
493906 0.640000 22.098702
499406 0.859000 18.508037
505002 0.804000 17.074879
507268 0.774000 22.127251
508344 0.846000 21.554171
512398 0.859000 18.763267
513544 0.832000 18.668746
515778 0.852000 16.997774
529842 0.812000 18.070841
530212 0.767000 15.359725
531432 0.837000 13.136115
533190 0.810000 22.135030
533826 0.844000 16.327988
555968 0.843000 12.914943
571988 0.847000 18.702780
572330 0.834000 22.435583
579344 0.765000 21.548935
580420 0.839000 14.227302
581056 0.801000 17.196666
591856 0.805000 23.007069
614130 0.701000 15.247529
615854 0.705000 25.672891
619484 0.854000 18.159452
623516 0.631000 21.396435
625282 0.795000 17.954251
627810 0.804000 15.976841
628706 0.844000 17.771650
633762 0.809000 17.064155
638578 0.845000 17.589003
639676 0.653000 21.819867
641774 0.785000 15.231372
642338 0.819000 13.620978
643184 0.807000 22.273432
647408 0.804000 18.197190
649392 0.725000 17.281232
658004 0.838000 16.443252
660760 0.859000 16.172119
670730 0.749000 11.850903
671892 0.790000 17.354921
685072 0.820000 13.653964
688014 0.793000 13.329279
688442 0.721000 16.678913
690806 0.741000 18.480995
695076 0.783000 14.564701
695464 0.854000 13.740790
700082 0.847000 18.081683
706686 0.846000 14.170023
708754 0.786000 17.034979
709220 0.811000 20.870332
711706 0.832000 25.317602
723132 0.814000 16.993751
724740 0.851000 19.138533
724778 0.761000 19.582833
726922 0.823000 14.438614
733348 0.712000 23.087728
734396 0.732000 16.419257
751052 0.792000 18.564255
752398 0.733000 21.898074
752674 0.731000 19.130364
760562 0.845000 21.240494
762578 0.703000 18.090766
762756 0.793000 19.020419
775390 0.838000 17.378277
777012 0.854000 23.569460
779836 0.829000 17.868277
783460 0.796000 30.538966
783744 0.771000 20.205511
790056 0.762000 19.873726
794782 0.802000 14.529296
803300 0.834000 15.817485
832714 0.797000 20.679915
842960 0.769000 16.537793
847784 0.816000 21.912682
849310 0.666000 26.411436
853474 0.777000 16.862014
857792 0.700000 14.055525
861002 0.828000 19.722664
867168 0.823000 16.099177
870770 0.811000 21.229647
871888 0.591000 19.276277
876108 0.846000 12.789856
887334 0.783000 20.114317
888542 0.848000 18.074886
891246 0.749000 18.244269
894846 0.790000 19.423199
899530 0.801000 18.476196
910130 0.737000 16.545896
910996 0.851000 16.640419
918618 0.837000 20.391629
929070 0.833000 21.099160
932076 0.767000 27.496965
932608 0.824000 16.025131
948656 0.811000 20.895836
949456 0.805000 15.068893
957600 0.744000 16.259111
958666 0.838000 16.907631
959944 0.689000 16.651095
961154 0.726000 21.397624
962758 0.661000 21.507761
965404 0.772000 20.533372
973956 0.802000 15.248957
979938 0.772000 20.312965
982424 0.839000 18.741689
989888 0.832000 23.028173
996152 0.808000 20.851047
997994 0.823000 18.365246
999852 0.814000 20.627672
