# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 3.421285 0.079713 0.000000 3.432040 0.000000 3.410530 0.000000
2 3.394995 0.064968 0.013074 3.409335 0.016087 3.380655 0.020964
3 3.371493 0.055865 0.016214 3.387427 0.020560 3.355560 0.024202
4 3.325502 0.026016 0.032513 3.329867 0.052689 3.320905 0.035475
5 3.328897 0.019790 0.026150 3.325446 0.041956 3.332138 0.029782
6 3.311790 0.006088 0.023731 3.311345 0.037479 3.312142 0.029594
7 3.319951 0.008652 0.021536 3.320734 0.032605 3.319027 0.027835
8 3.318271 0.009517 0.018577 3.319411 0.028311 3.317021 0.023282
9 3.333443 0.007970 0.019637 3.334316 0.029511 3.332457 0.026252
10 3.335415 0.023645 0.018561 3.344805 0.028373 3.325924 0.024328
11 3.341021 0.010115 0.019471 3.339047 0.026040 3.342958 0.025768
12 3.329668 0.011182 0.018896 3.327079 0.026866 3.332258 0.027737
13 3.327156 0.012254 0.016976 3.330373 0.025259 3.323938 0.026974
14 3.324729 0.015408 0.016519 3.330294 0.023166 3.319198 0.025173
15 3.305956 0.017220 0.020906 3.313337 0.026472 3.298200 0.031803
16 3.309065 0.007896 0.019837 3.310598 0.024437 3.307163 0.030091
17 3.307725 0.013825 0.019602 3.302136 0.025535 3.312962 0.028675
18 3.306791 0.015681 0.017321 3.299262 0.024587 3.314001 0.028053
19 3.314070 0.009028 0.017971 3.311408 0.025955 3.316439 0.026109
20 3.315737 0.012269 0.017628 3.310628 0.024165 3.320546 0.024146
21 3.318203 0.016727 0.017352 3.308329 0.024373 3.327790 0.024059
22 3.321608 0.016012 0.016027 3.312105 0.023827 3.330791 0.023206
23 3.324291 0.012746 0.015556 3.317943 0.022827 3.330309 0.023292
24 3.323848 0.011312 0.015652 3.318615 0.022639 3.328772 0.022867
25 3.324259 0.008213 0.014611 3.321335 0.020646 3.326880 0.021469
26 3.324777 0.008225 0.014468 3.321732 0.020186 3.327523 0.020909
27 3.326592 0.008688 0.014036 3.323074 0.018615 3.329801 0.020044
28 3.327369 0.012638 0.013619 3.319795 0.018123 3.334647 0.019196
29 3.325160 0.013813 0.013547 3.315837 0.019496 3.334215 0.018419
30 3.319849 0.014997 0.013512 3.308477 0.019721 3.330943 0.018555
31 3.320538 0.011833 0.013590 3.313157 0.019742 3.327651 0.018391
32 3.320812 0.012576 0.012378 3.312241 0.017563 3.329121 0.017802
33 3.320779 0.008430 0.012882 3.316741 0.018562 3.324562 0.017043
34 3.321880 0.007551 0.012898 3.318515 0.018026 3.324982 0.017338
35 3.320548 0.008818 0.011868 3.315886 0.017726 3.324968 0.016808
36 3.318393 0.006618 0.011386 3.315660 0.017706 3.320905 0.016401
37 3.317006 0.008949 0.011496 3.311959 0.017783 3.321842 0.016135
38 3.314797 0.004516 0.012318 3.313421 0.016976 3.315936 0.016546
39 3.315383 0.003962 0.011106 3.316339 0.016565 3.314195 0.017160
40 3.316094 0.005230 0.011787 3.317858 0.016435 3.314093 0.015515
41 3.315860 0.005539 0.011003 3.317903 0.015432 3.313589 0.015528
42 3.317011 0.006267 0.010823 3.319710 0.015727 3.314076 0.015587
43 3.319945 0.005502 0.010894 3.322044 0.014991 3.317598 0.015789
44 3.320567 0.002559 0.010939 3.320959 0.014899 3.319927 0.015704
45 3.319240 0.004304 0.011061 3.320560 0.014696 3.317692 0.015048
46 3.320657 0.005981 0.010433 3.323347 0.014707 3.317736 0.014517
47 3.321763 0.005962 0.010077 3.324490 0.014477 3.318795 0.014213
48 3.321670 0.004923 0.009939 3.323544 0.014558 3.319561 0.014395
49 3.320678 0.001057 0.009879 3.320686 0.014041 3.320442 0.014277
50 3.320871 0.006261 0.009948 3.324108 0.014216 3.317416 0.014202
