# 1num 2slvfe 3error 4boot 5lower 6boot 7upper 8boot
1 3.328075 0.079713 0.000000 3.338830 0.000000 3.317320 0.000000
2 3.337635 0.076061 0.015753 3.318515 0.014550 3.356755 0.027920
3 3.354318 0.052232 0.024546 3.368307 0.043147 3.340423 0.022818
4 3.384539 0.050837 0.026539 3.402165 0.042375 3.366913 0.028459
5 3.391171 0.014090 0.023848 3.392844 0.034961 3.389498 0.029718
6 3.376472 0.028519 0.023146 3.368307 0.038113 3.384638 0.025859
7 3.374145 0.012624 0.020021 3.372290 0.031985 3.376046 0.023690
8 3.382746 0.022130 0.017939 3.376174 0.027659 3.389319 0.023352
9 3.377999 0.029006 0.017070 3.365386 0.027878 3.390613 0.022203
10 3.365937 0.027191 0.017275 3.353648 0.026769 3.378265 0.022241
11 3.363032 0.029381 0.016087 3.347304 0.025391 3.378808 0.019887
12 3.370576 0.021755 0.016354 3.361137 0.026551 3.380057 0.018903
13 3.366834 0.021520 0.015013 3.356847 0.024826 3.376886 0.017493
14 3.383933 0.029007 0.019890 3.364437 0.025690 3.404214 0.031188
15 3.384916 0.025060 0.017342 3.369263 0.023576 3.401289 0.028412
16 3.388030 0.023968 0.017857 3.372738 0.021063 3.403957 0.027259
17 3.391976 0.022385 0.016349 3.377773 0.020735 3.406734 0.025733
18 3.397611 0.020441 0.015837 3.385037 0.020583 3.410663 0.025202
19 3.399813 0.018513 0.015358 3.388894 0.020173 3.411159 0.024046
20 3.403814 0.013416 0.014666 3.397743 0.021207 3.410291 0.021542
21 3.407167 0.013698 0.014828 3.400515 0.020534 3.414172 0.021512
22 3.410913 0.009855 0.014872 3.407271 0.021209 3.414875 0.021225
23 3.406124 0.003177 0.014314 3.406477 0.018840 3.406062 0.021576
24 3.405157 0.002606 0.013981 3.404854 0.018686 3.405750 0.021629
25 3.403066 0.004334 0.013599 3.403838 0.018177 3.402595 0.020469
26 3.399847 0.006192 0.012711 3.401522 0.016964 3.398488 0.019646
27 3.402467 0.004246 0.012940 3.403271 0.017431 3.401944 0.018906
28 3.405041 0.009195 0.013139 3.401055 0.017181 3.409335 0.020397
29 3.405066 0.008877 0.012522 3.401217 0.015762 3.409211 0.020154
30 3.400064 0.007809 0.012507 3.396987 0.016343 3.403440 0.019327
31 3.398707 0.002567 0.012527 3.399043 0.015513 3.398657 0.019031
32 3.403149 0.004843 0.012041 3.401866 0.015479 3.404704 0.020021
33 3.403371 0.007128 0.012781 3.406185 0.015500 3.400825 0.019637
34 3.405629 0.008569 0.012298 3.409827 0.015813 3.401673 0.019132
35 3.403748 0.006588 0.012149 3.406296 0.015935 3.401448 0.018345
36 3.402737 0.003391 0.011846 3.403426 0.015361 3.402298 0.018413
37 3.403110 0.006903 0.011388 3.406073 0.015523 3.400389 0.017177
38 3.403401 0.006536 0.011375 3.406127 0.015717 3.400907 0.016588
39 3.404800 0.009654 0.011642 3.410959 0.014423 3.398886 0.016504
40 3.402154 0.009438 0.011270 3.408200 0.015067 3.396369 0.016420
41 3.403149 0.010342 0.010919 3.410588 0.014267 3.395957 0.016324
42 3.399001 0.009703 0.010698 3.405693 0.014875 3.392548 0.016004
43 3.399911 0.008253 0.011180 3.404861 0.014557 3.395190 0.016099
44 3.399827 0.009740 0.011388 3.406891 0.015040 3.392985 0.015333
45 3.399719 0.009284 0.010532 3.406281 0.014059 3.393375 0.015690
46 3.399772 0.009282 0.010447 3.406477 0.013788 3.393280 0.014831
47 3.399260 0.009033 0.010131 3.405750 0.013875 3.392986 0.014481
48 3.398011 0.006550 0.010039 3.401468 0.013867 3.394746 0.014246
49 3.399322 0.006881 0.009895 3.403214 0.013945 3.395605 0.013874
50 3.398490 0.007384 0.009895 3.403073 0.013648 3.394087 0.013921
